Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
First Semester 2022,3,2776,Exchange Student Master-Université Grenoble Alpes-Universidad de los Andes-Outgoing,Rejected,16964,Université Grenoble Alpes,"4,75"
First Semester 2022,,3044,Foreign Language Teaching Assistant FLTA-Master Student-Wesleyan University-Outgoing,Selected,19736,"Wesleyan University, Middletown",
Second Semester 2021,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,15323,University College London,"4,26"
Second Semester 2021,2,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Selected,15323,Universidad Politécnica de Madrid,"4,26"
Second Semester 2021,3,2094,SMILE-Exchange Student Undergraduate-Universitat Politecnica de Catalunya-Industrial Engineering Department-Outgoing,Rejected,15323,Universitat Politècnica de Catalunya,"4,26"
Second Semester 2019,1,572,Exchange Student-Ecole des Mines de Saint Etienne-School of Engineering-Outgoing,Selected,7685,Ecole des Mines de Saint-Etienne,"3,53"
Second Semester 2019,2,1087,Exchange Student-Universidad del País Vasco-School of Engineering-Outgoing,Rejected,7685,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,53"
Second Semester 2019,3,871,Exchange Student-ECAM Rennes-School of Engineering-Outgoing,Rejected,7685,ECAM Rennes,"3,53"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14703,Justus-Liebig-Universität Giessen,"3,25"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12547,Cornell University,"3,98"
Inter-semester 2020,2,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Rejected,12547,Cornell University,"3,98"
Second Semester 2018,1,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,2512,Kungliga Tekniska högskolan (KTH),"3,79"
Second Semester 2018,2,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Selected,2512,Technische Universiteit Eindhoven,"3,79"
Second Semester 2018,3,908,Exchange Student-Universitat Politècnica de Catalunya-(EEBE)-School of Engineering-Outgoing,Rejected,2512,Universitat Politècnica de Catalunya,"3,79"
Second Semester 2018,1,1266,"Exchange Student - Wesleyan University - Schools: Social Sciences, Arts & Humanities - Outgoing",Pending,2732,"Wesleyan University, Middletown",
Second Semester 2022,1,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Selected,19123,Universidad de Santiago de Compostela,"4,24"
Second Semester 2022,2,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,19123,Universidad de Málaga,"4,24"
Second Semester 2022,1,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,19107,Universidad de Málaga,"4,10"
Second Semester 2022,2,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,19107,Universidad de Alicante,"4,10"
Second Semester 2022,1,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Rejected,19107,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"4,10"
Second Semester 2022,2,2425,CINDA-Pontificia Universidad Católica del Perú-Universidad de los Andes-Outgoing,Selected,19107,Pontificia Universidad Católica del Perú,"4,10"
Second Semester 2022,3,3344,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-Government School-Outgoing,Rejected,19107,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,10"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2821,Cornell University,"3,80"
First Semester 2019,1,908,Exchange Student-Universitat Politècnica de Catalunya-(EEBE)-School of Engineering-Outgoing,Pending,3719,Universitat Politècnica de Catalunya,"3,45"
First Semester 2019,1,908,Exchange Student-Universitat Politècnica de Catalunya-(EEBE)-School of Engineering-Outgoing,Selected,6079,Universitat Politècnica de Catalunya,"3,45"
First Semester 2019,2,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,3719,Universidad de Salamanca,"3,45"
First Semester 2019,2,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,6079,Universidad de Salamanca,"3,45"
First Semester 2019,3,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,3719,University of Sussex,"3,45"
First Semester 2019,3,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,6079,University of Sussex,"3,45"
Second Semester 2019,1,814,Double Degree-Politecnico di Torino-Department of Architecture-Outgoing,Pending,12487,Politecnico di Torino,
First Semester 2019,1,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Rejected,3683,Technische Universität München (TUM),"4,17"
First Semester 2019,2,519,Exchange Student-University of KaisersLautern-School of Management-Outgoing,Rejected,3683,Technische Universität Kaiserslautern,"4,17"
First Semester 2019,3,908,Exchange Student-Universitat Politècnica de Catalunya-(EEBE)-School of Engineering-Outgoing,Selected,3683,Universitat Politècnica de Catalunya,"4,17"
Second Semester 2021,1,2208,Exchange Student-Institut d'Etudes Politiques de Paris-Campus Paris-School of Law Outgoing,Rejected,15296,Institut d'Etudes Politiques de Paris,"4,38"
Second Semester 2021,2,1469,Exchange Student-Science Po Grenoble-School of Law-Outgoing,Selected,15296,Sciences Po Grenoble,"4,38"
Second Semester 2021,3,544,Exchange Student Undergraduate-Universität Mannheim-School of Law-Outgoing,Rejected,15296,Universität Mannheim,"4,38"
Second Semester 2022,1,1661,Exchange Student Undergraduate-Université Grenoble Alpes-Universidad de los Andes-Outgoing,Rejected,19253,Université Grenoble Alpes,"4,05"
Second Semester 2022,2,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,19253,Universidad de Alicante,"4,05"
Second Semester 2022,3,3333,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-Schools of Arts and Humanities-Outgoing,Selected,19253,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,05"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14774,Justus-Liebig-Universität Giessen,"3,88"
Second Semester 2021,1,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,15293,Universidad de Málaga,"4,34"
Second Semester 2021,2,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,15293,Universidad de Salamanca,"4,34"
First Semester 2022,1,1311,Exchange Student-Curtin University-Universidad de los Andes-Outgoing,Selected,15293,Curtin University,"4,34"
Second Semester 2021,2,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Rejected,15293,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"4,34"
Second Semester 2021,3,948,Exchange Student-University of Oklahoma-Universidad de los Andes-Outgoing,Rejected,15293,University of Oklahoma,"4,34"
Second Semester 2022,1,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,18882,Universidad de Alicante,"4,40"
Second Semester 2022,2,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,18882,Universidad de Málaga,"4,40"
Second Semester 2022,1,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,18882,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"4,40"
Second Semester 2022,2,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,18882,University College London,"4,40"
Second Semester 2022,3,3029,Exchange Student-Wesleyan University-Universidad de los Andes-Outgoing,Rejected,18882,"Wesleyan University, Middletown","4,40"
Second Semester 2020,1,204,Exchange Student-Swinburne University of Technology-Universidad de los Andes-Outgoing,Rejected,11537,Swinburne University of Technology,"4,01"
Second Semester 2020,2,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Rejected,11537,"Northumbria University, Newcastle","4,01"
Second Semester 2020,3,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Selected,11537,Helsingin Yliopisto,"4,01"
Period 2019-11,1,1479,FUBiS-1.04 Semi-Intensive German Language Intermediate Advanced B2-Freie Universitat Berlin-Universidad de los Andes-Outgoing,Pending,7201,Freie Universität Berlin,
First Semester 2022,1,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,17034,Høgskolen i Oslo og Akershus - Oslo metropolitan University,
First Semester 2022,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,16345,Politecnico di Milano,"4,10"
First Semester 2022,2,1006,SMILE Exchange-Universidad Politécnica de Madrid-ETSICCP-Civil Engineering-Outgoing,Selected,16345,Universidad Politécnica de Madrid,"4,10"
First Semester 2022,3,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,16345,University of Bristol,"4,10"
Summer School 2018,1,1294,Arte In situ-School of Arts and Humanities-Universidad de los Andes,Pending,2843,,"3,96"
,1,,,Pending,8304,,"4,20"
First Semester 2019,1,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,3608,Kungliga Tekniska högskolan (KTH),"3,61"
First Semester 2019,2,136,SMILE-Exchange Student-Lunds Universitet-School of Engineering-Outgoing,Rejected,3608,Lunds universitet,"3,61"
First Semester 2019,3,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,3608,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,61"
Second Semester 2020,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,11647,University College London,"4,22"
Second Semester 2020,2,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,11647,University of Sussex,"4,22"
Second Semester 2020,3,547,Exchange Student Undergraduate-Universität Mannheim-Department of Psychology-Department of Political Science-Outgoing,Rejected,11647,Universität Mannheim,"4,22"
Second Semester 2021,1,547,Exchange Student Undergraduate-Universität Mannheim-Department of Psychology-Department of Political Science-Outgoing,Selected,11647,Universität Mannheim,"4,22"
Second Semester 2019,2,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Rejected,11647,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"4,22"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2788,Cornell University,"4,52"
First Semester 2020,1,1353,Exchange Student-The University of Auckland-Universidad de los Andes -Outgoing,Rejected,8523,The University of Auckland,"3,89"
First Semester 2020,2,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,8523,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,89"
First Semester 2020,3,639,Exchange Student-École de Communication Visuelle-Department of Design-Outgoing,Rejected,8523,École de Communication Visuelle Paris,"3,89"
Second Semester 2022,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,19241,University College London,"4,25"
Second Semester 2022,2,74,Exchange Student Undergraduate-Freie Universität Berlin-Universidad de los Andes-Outgoing,Rejected,19241,Freie Universität Berlin,"4,25"
Second Semester 2022,3,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Rejected,19241,Frankfurt School of Finance & Management,"4,25"
Second Semester 2022,1,74,Exchange Student Undergraduate-Freie Universität Berlin-Universidad de los Andes-Outgoing,Selected,19241,Freie Universität Berlin,"4,25"
Second Semester 2022,2,531,Exchange Student-Kühne Logistics University-School of Management-Outgoing,Rejected,19241,Kühne Logistics University,"4,25"
Second Semester 2022,3,1474,Exchange Student-Universität St. Gallen-School of Management-Outgoing,Rejected,19241,Universität St. Gallen,"4,25"
First Semester 2021,1,1422,Double Degree-Fundació Politècnica de Catalunya-Architecture Department-Outgoing,Rejected,14994,Universitat Politècnica de Catalunya,
Second Semester 2018,1,1266,"Exchange Student - Wesleyan University - Schools: Social Sciences, Arts & Humanities - Outgoing",Pending,2733,"Wesleyan University, Middletown",
Second Semester 2020,1,547,Exchange Student Undergraduate-Universität Mannheim-Department of Psychology-Department of Political Science-Outgoing,Pending,11670,Universität Mannheim,"3,75"
Second Semester 2020,2,1277,CINDA-Universidad de los Andes-Outgoing,Pending,11670,Universidad de Málaga,"3,75"
Second Semester 2018,1,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Rejected,2587,Københavns Universitet,"3,98"
Second Semester 2018,2,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,2587,Helsingin Yliopisto,"3,98"
Second Semester 2018,3,195,Exchange Student Undergraduate-Roskilde Universitet-Universidad de los Andes-Outgoing,Selected,2587,Roskilde Universitet,"3,98"
First Semester 2019,1,826,Exchange Student-Bezalel Academy of Arts and Design-School of Arts and Humanities-Outgoing,Selected,3548,Bezalel Academy of Arts and Design,"4,46"
Second Semester 2021,1,1247,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Biomedical Engineering -Incoming,Selected,15100,Universidade de Lisboa,"3,78"
Second Semester 2021,2,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,15100,Kungliga Tekniska högskolan (KTH),"3,78"
Second Semester 2021,3,342,Exchange Student-Universitat Politècnica de València-School of Engineering-Outgoing,Rejected,15100,Universitat Politècnica de València,"3,78"
First Semester 2023,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Pending,20132,IE Universidad,"4,41"
First Semester 2019,1,371,Exchange Student-Université de Strasbourg-School of Economics-Outgoing,Selected,3654,Université de Strasbourg,"4,43"
